	Тип библиотеки	Электронный каталог	Изба-читальня	Дата открытия	Размер фонда	Уверенность в фонде
7345	универсальная	opac.nekrasovka.ru/vmk/			8000	1
7346	универсальная	opac.nekrasovka.ru/vmk/			8212	1
7347	универсальная	opac.nekrasovka.ru/vmk/		1947	20000	1
7348	универсальная	opac.nekrasovka.ru/vmk/		1985	26264	1
7349	универсальная	opac.nekrasovka.ru/vmk/		1927	10873	1
7350	универсальная	opac.nekrasovka.ru/vmk/			12358	1
7351	универсальная	opac.nekrasovka.ru/vmk/				
7352	универсальная	opac.nekrasovka.ru/vmk/				
7353	универсальная	opac.nekrasovka.ru/vmk/			25000	1
7354				1951	7542	1
7355				1953	3515	1
7356				1952	6270	1
7357				1956		
7358					2649	1
7359				1954		
7360				1966	4575	1
7361				1 июля 1954	39000	1
7362					30116	1
7363						
7364						
7365					7908	1
7366					16390	1
7367						
7368					24000	1
7369			0		5835	1
7370				1967	2000	1
7371					12000	0
7372					5720	1
7373					10000	1
7374						
7375				1929	42624	1
7376						
7377			0		44350	1
7378						
7379						
7380					5821	1
7381			0	1948	5314	1
7382						
7383				1955		
7384			0			
7385					21000	1
7386				1968	12044	1
7387				сентябре 1984	12925	1
7388				1966	24221	1
7389				16 мая 1987	41996	1
7390				1949	53499	1
7391				1972	1940	1
7392				1938	49033	1
7393				1972	4092	1
7394					25000	1
7395				1952	28518	1
7396						
7397						
7398					49440	1
7399					19826	1
7400				1980	38750	1
7401					5000	1
7402						
7403				1904	27000	1
7404				1977		
7405				1955	36977	1
7406						
7407				1944		
7408						
7409						
7410				1952	38000	1
7411						
7412				1947	55000	1
7413					11000	1
7414					12000	1
7415				1960	6000000	1
7416					13000	1
7417				29 мая 2007	18000	1
7418				2006		
7419						
7420						
7421					171000	1
7422				2 января 1962	11284	1
7423				октябре 1955	20773	1
7424						
7425			0	1929		
7426				1969		
7427						
7428			0	30 марта 1910		
7429			0	5 августа 1954		
7430			0	30 декабря 1901		
7431					10500	1
7432					9000	1
7433					4600	1
7434					170000	1
7435				1970	23000	1
7436					2118	1
7437					57000	1
7438				1985		
7439				июне 1958	4013	1
7440						
7441			0		6500	1
7442				1975	4802	1
7443				1 апреля 1945	17000	1
7444						
7445					11682	1
7446					10284	1
7447			0	29 июня 1952	6000	1
7448					4000	1
7449				1924	68147	1
7450						
7451			1	1954	5500	1
7452				1953	3776	1
7453						
7454				1980	4000	1
7455				20 апреля 1968	4696	1
7456					3200	1
7457				1972	16035	1
7458			0			
7459				17 ноября 1977	3268	1
7460					18725	1
7461						
7462			0	октябре 1918	7796	1
7463						
7464				1966	17000	1
7465						
7466				1953	7337	1
7467				2012	1500	1
7468						
7469				1948		
7470					6000	1
7471			1	1924	10700	1
7472					24040	1
7473				1 августа 1957	24000	1
7474					14930	1
7475				1953	10063	1
7476					35427	1
7477						
7478						
7479					13000	1
7480				1939	7000	1
7481						
7482					40000	1
7483			0			
7484			0	1967	6000	1
7485				1987	35000	1
7486				11 ноября 1974		
7487					6000	1
7488				4 июля 1982	18000	1
7489						
7490				сентябре 1946		
7491					7000	1
7492			0	1944	20000	1
7493						
7494				1 августа 1971	1793	1
7495				4 июля 1955		
7496				июле 1953	315000	1
7497					179000	1
7498				1905	27000	1
7499						
7500						
7501	универсальная	opac.nekrasovka.ru/vmk/				
7502			0			
7503				1973		
7504				1950	7500	1
7505					35383	1
7506			0			
7507				1990	31314	1
7508					67000	1
7509				1958	9000	1
7510					4914	1
7511				1977	20000	1
7512				1979	6000	1
7513					19289	1
7514				2016	27246	1
7515				1961	14075	1
7516			1	1936	83757	1
7517					24000	1
7518				1951	34000	1
7519						
7520						
7521				14 декабря 1992	76000	1
7522				1999	30000	1
7523				1941	41867	1
7524			0	22 августа 1913		
7525					63800	1
7526				ноябре 1957		
7527					16000	1
7528						
7529					18000	1
7530					21000	1
7531					20000	1
7532				1932		
7533					27061	1
7534				декабре 1972	25000	1
7535				1969	21000	1
7536					30000	1
7537				1951	33000	1
7538						
7539				1990		
7540				1948	105000	1
7541	универсальная	opac.nekrasovka.ru/vmk/		2 января 2017		
7542	универсальная	opac.nekrasovka.ru/vmk/		1973		
7543				1973	10000	1
7544					54000	0
7545	универсальная	opac.nekrasovka.ru/vmk/		1978		
7546				1944	120000	1
7547						
7548						
7549				1919		
7550				1953	56000	1
7551			0			
7552						
7553				12 январь 1914	168300	1
7554	универсальная	opac.nekrasovka.ru/vmk/		1953	17000	1
7555	универсальная	opac.nekrasovka.ru/vmk/		1937	33000	1
7556	универсальная	opac.nekrasovka.ru/vmk/		августа 2018		
7557	универсальная	opac.nekrasovka.ru/vmk/		июле 1960		
7558	универсальная	opac.nekrasovka.ru/vmk/		1910		
7559	универсальная	opac.nekrasovka.ru/vmk/			155000	1
7560	универсальная	opac.nekrasovka.ru/vmk/		1910		
7561	универсальная	opac.nekrasovka.ru/vmk/				
7562	универсальная	opac.nekrasovka.ru/vmk/		1965		
7563					150000	1
7564	универсальная	opac.nekrasovka.ru/vmk/		октябре 1971	8000	1
7565						
7566					12359	1
7567						
7568					33000	1
7569					6128	1
7570						
7571				1946	24252	1
7572				1961	20503	1
7573				октябре 1993	13781	1
7574					17529	1
7575					9491	0
7576					9245	1
7577					26881	1
7578				мае 1955		
7579					9150	1
7580					16000	1
7581				15 июля 1971	16000	1
7582					6885	1
7583			0	1952	7210	1
7584				1928	200000	1
7585				1934	13670	1
7586			0		4837	1
7587				1936	8134	1
7588						
7589						
7590					72000	1
7591						
7592				1952	135000	1
7593				1908	30000	1
7594				1962	7894	1
7595				1977	46480	1
7596				1980	4704	1
7597				1970	7648	1
7598				июле 1952		
7599				1 января 1972		
7600			0	1927		
7601			0	1919		
7602			0	июне 1951		
7603				1910		
7604				1967	6144	1
7605			0	1937		
7606					6754	1
7607					11000	1
7608				1952		
7609				октября 1946	8000	1
7610						
7611					8004	1
7612			0		20000	1
7613			0		12700	1
7614			0	1921	11645	1
7615				3 декабря 1979	32000	0
7616					3859	1
7617						
7618			0			
7619			0	1954		
7620				1946	36000	1
7621					7600	1
7622			0		8540	1
7623			0		7967	1
7624				1955	14695	1
7625				1 марта 1935	176991	1
7626				1907	41527	1
7627			0		11075	1
7628			0		7652	1
7629				1 апреля 1950	46000	1
7630					28900	1
7631				1936	120000	1
7632					26026	1
7633			0	16 ноября 1914	30755	1
7634				ноябре 1934	80000	1
7635	универсальная	opac.nekrasovka.ru/vmk/		феврале 1938		
7636						
7637					12825	1
7638			0		9800	1
7639						
7640				1928	14365	1
7641				1956	8900	1
7642					10103	1
7643					6846	1
7644				1959		
7645					50000	1
7646					15016	1
7647				12 июля 1988		
7648				1949	6378	1
7649						
7650			0		7656	1
7651						
7652				1948	10312	1
7653			0	11 августа 1956	4633	1
7654					46864	1
7655			0		14701	1
7656				декабре 1979	19000	1
7657						
7658						
7659			1			
7660						
7661				1955		
7662				1960	29020	1
7663					16000	1
7664					36000	1
7665						
7666					10650	1
7667					6644	1
7668				1971	4322	1
7669			0			
7670						
7671					2724	1
7672				1919	13346	1
7673					18000	1
7674						
7675				15 января 1964	42000	1
7676					6861	1
7677					9132	1
7678					22231	1
7679					11233	1
7680					12500	1
7681					11470	1
7682				ноябре 1970	13460	1
7683					38000	1
7684					22000	1
7685				1906	14000	1
7686				15 сентябрь 1958		
7687				1960	10000	1
7688				1991	9000	1
7689						
7690				1911	15508	0
7691				1949	14980	1
7692						
7693				1954	27680	1
7694				1944		
7695				17 мая 2016		
7696					10252	0
7697			0	1935	16177	1
7698			0	1944		
7699					6819	1
7700				1980	20664	1
7701				1942	2010	1
7702					125000	1
7703				1 июня 2016	7000	1
7704				1967	11312	1
7705				1969	6854	1
7706					4000	1
7707				1954		
7708					91000	1
7709			0			
7710			0	1934		
7711			0	1944	6297	1
7712			0		4430	1
7713			0			
7714			0		1000	1
7715					54042	1
7716				ноябрь 1903		
7717				августе 1970	7018	0
7718				1955	9462	0
7719			0		8483	0
7720						
7721				1956	7350	0
7722				2011	82385	1
7723				1960	8000	1
7724					7823	1
7725				1950	5230	1
7726				1950	15840	1
7727					7806	1
7728					9551	1
7729				15 мая 1988	47000	1
7730				1955		
7731				1972	20000	1
7732				1972	18000	1
7733						
7734				1936		
7735						
7736				1971		
7737						
7738			1			
7739				1941	39000	1
7740				1 декабря 1972		
7741						
7742				1968	86400	0
7743						
7744				21 декабря 1929		
7745				1950	10000	1
7746					14000	1
7747					55000	1
7748						
7749						
7750						
7751			0		8000	1
7752				1942		
7753				1905		
7754				8 апреля 2011		
7755						
7756	универсальная	opac.nekrasovka.ru/vmk/		23 января 1967		
7757	универсальная	opac.nekrasovka.ru/vmk/			60000	1
7758	универсальная	opac.nekrasovka.ru/vmk/		1952	30000	1
7759						
7760					93000	1
7761				1951	16000	1
7762				2 ноября 1946	6000	1
7763				феврале 1951	8252	1
7764					5800	1
7765			0	1919	8600	1
7766					5035	1
7767					65000	1
7768			0	1924	65000	1
7769					27000	1
7770				1954	18000	1
7771					17584	1
7772						
7773				1976	21000	1
7774						
7775						
7776				1974	35000	1
7777					83650	1
7778						
7779			0	1935	4722	1
7780						
7781					14500	1
7782					13000	1
7783			0	1924	6000	1
7784					5044	1
7785						
7786				1938	13528	1
7787				октябре 1949	17758	1
7788				марте 1951	12388	1
7789						
7790				10 января 1957		
7791						
7792				1952	3000	1
7793				1906	12302	1
7794					12434	1
7795				1947	5159	1
7796				1962	8080	1
7797				1939	7301	1
7798				1939		
7799				1967	4270	1
7800				1934	5906	1
7801				1965	9975	1
7802				1930	8941	1
7803			0	1948	3750	1
7804				1947		
7805				1940	7075	1
7806				1947		
7807				1936		
7808				1957	5487	1
7809					4004	1
7810				1930	5392	1
7811				1937		
7812				1937		
7813				1973	6732	1
7814				1950	3885	1
7815				1969	10341	1
7816				1924		
7817				1930		
7818				1930	9501	1
7819				1930		
7820				9 апреля 1987	14000	1
7821					24000	1
7822				1930	6937	1
7823					7229	1
7824						
7825						
7826				1966		
7827				1997		
7828				1977		
7829					28000	1
7830				1930		
7831						
7832					15659	1
7833				1930	6258	1
7834				1964	10945	1
7835				8 март 1987	16400	1
7836				1975		
7837						
7838					14000	0
7839				1952	12000	1
7840					7189	1
7841						
7842					10061	1
7843					11751	1
7844			0	1 октября 1920	10637	1
7845				10 августа 1968	9320	1
7846						
7847					23000	1
7848				1934	32763	1
7849					27423	1
7850					27400	1
7851				8 декабря 1946	575	1
7852			0			
7853						
7854					22378	1
7855					14000	1
7856				1971		
7857			0		5232000	1
7858						
7859				1967		
7860				1976	30718	1
7861					19000	1
7862				1964	23376	1
7863			0	1938		
7864					11000	1
7865				сентябре 1973		
7866						
7867	универсальная	opac.nekrasovka.ru/vmk/			85000	1
7868					67000	1
7869				1 января 1965	40000	1
7870						
7871				27 января 1956	77395	1
7872					19793	1
7873				1919		
7874						
7875				1941		
7876				апреле 1954		
7877					35000	1
7878				1968	5000	1
7879				1935	10000	1
7880					9000	1
7881			0	1918	12000	1
7882				1968	18000	1
7883				1943	26379	1
7884				1906		
7885				1992		
7886				1920	12270	1
7887						
7888						
7889				1948	15000	1
7890					6000	1
7891					7000	1
7892			0	1936		
7893				1940	11714	1
7894						
7895					6000	1
7896					18000	1
7897						
7898				марте 1970		
7899				1975	2000	1
7900					94000	1
7901						
7902				15 октября 1953	18613	1
7903				1942	6633	1
7904			0		10000	1
7905					140000	1
7906						
7907						
7908						
7909						
7910				22 июля 1979	6323	1
7911				июле 1955	16888	1
7912					14600	1
7913					16000	1
7914				2002		
7915				1967		
7916						
7917			0			
7918			0			
7919			0			
7920			0	1925	29289	1
7921				1953		
7922						
7923					7911	1
7924					5786	1
7925					9405	1
7926				27 июля 1950	5482	1
7927				1970	3578	1
7928					8403	1
7929				1932	4200	1
7930					13810	1
7931				1901		
7932						
7933				1987		
7934						
7935					5891	1
7936					26380	1
7937					4941	1
7938					33211	1
7939					9346	1
7940					3879	1
7941					7524	1
7942						
7943					24957	1
7944					5694	1
7945						
7946				1971	8695	1
7947				1954	13530	1
7948				1933	5332	1
7949				1952	7276	1
7950				1957	6789	1
7951						
7952					21000	1
7953					11000	1
7954					14490	1
7955					16655	1
7956				1933		
7957				1979		
7958				1930		
7959				1979		
7960				1927		
7961				1979		
7962				1955		
7963				1965		
7964				1948		
7965				1979		
7966				1913		
7967				1954		
7968				1979		
7969				1947		
7970				1967		
7971				1955		
7972				1980		
7973				1948		
7974				1968		
7975						
7976					28000	1
7977				5 декабря 1970		
7978				сентябре 1948	3177	1
7979				1953	24193	1
7980				январе 2006	11741	1
7981					15443	1
7982					16218	1
7983			0	октябре 1925	18249	1
7984				1 сентября 1954	23557	1
7985				1 июля 1951	14669	1
7986				1925		
7987					17000	0
7988				15 августа 1988	4876	1
7989				1944	20275	1
7990				октябре 1970	20000	1
7991						
7992				октября 1956	24526	1
7993				1974		
7994					6022	1
7995						
7996						
7997						
7998						
7999						
8000				августе 1955		
8001						
8002						
8003						
8004						
8005						
8006						
8007						
8008						
8009						
8010						
8011						
8012						
8013					7694	1
8014					108000	1
8015					8000	1
8016						
8017				1 сентября 1955	15464	1
8018				1951		
8019						
8020					6871	1
8021				25 октября 1947	6010	1
8022					1967	0
8023						
8024						
8025						
8026				1956		
8027				22 июля 1969		
8028					8671	1
8029				2009	8000	1
8030					8000	1
8031				2009		
8032				2010	3000	1
8033					61000	1
8034				2011	5000	1
8035					4000	1
8036				2010	4000	1
8037			0			
8038			0		9000000	1
8039				1950		
8040				1936	7000	1
8041					6000	1
8042					600	1
8043					800	1
8044						
8045				2009		
8046					3350	1
8047					5109	1
8048						
8049				1960	16000	1
8050				1950	4812	1
8051					89389	1
8052						
8053				1946	21000	1
8054				сентябре 1937	7543	1
8055				1953	12650	1
8056				1919	5700	1
8057				1903	66000	1
8058					4450	1
8059				1935		
8060						
8061				17 август 1944		
8062						
8063				1954	14497	1
8064				13 декабрь 1946	3571	0
8065					5467	1
8066				1960	753	1
8067					6535	1
8068				1943		
8069					7855	1
8070						
8071					18963	1
8072				1924	15548	1
8073					2593	1
8074				1958		
8075			0	1950	6252	1
8076			0	октябре 1984	8000	1
8077				2002	6239	1
8078				1933	4733	1
8079			0	1977	14433	1
8080					12000	1
8081			0	1948	23000	1
8082				1995	6012	1
8083						
8084						
8085						
8086					6222	1
8087				1939	11810	0
8088					3039	1
8089				5 февраля 1955		
8090				1974		
8091			0		9567	1
8092					11153	1
8093					33233	1
8094					32093	1
8095				1971	4464	1
8096				декабре 1980	30000	1
8097				1957	10123	0
8098				1937		
8099					4349	1
8100				1936	14863	1
8101				1945	13790	1
8102				1933	10132	1
8103			0			
8104						
8105					37140	1
8106				1969		
8107				1954	5482	1
8108				4 январь 1955	277655	1
8109			0	1944	36746	1
8110				1991		
8111				2011	500	1
8112						
8113					45000	1
8114				1960	5000	1
8115						
8116				1940		
8117				1981	22505	1
8118				1977		
8119			0		4793	1
8120				1923	86000	1
8121			0		3950	1
8122				1976	28104	1
8123					3800	1
8124				январь 2006	1000	1
8125				2017	8732	1
8126				январь 1984	12267	1
8127				1907		
8128			0		181573	0
8129				1975		
8130						
8131				1980		
8132			0	1950		
8133					9000	1
8134				16 сентября 1976		
8135						
8136						
8137						
8138						
8139						
8140				20 февраль 1954	41970	1
8141			0		2384	1
8142				1983	3228	1
8143			1		3563	1
8144					5722	1
8145					18000	1
8146				1953	18000	1
8147					30000	1
8148				1981	40000	1
8149				1908	30095	1
8150					16929	1
8151				17 февраля 1967	5000	1
8152					20000	1
8153	универсальная	opac.nekrasovka.ru/vmk/				
8154					44000	1
8155						
8156				1982	18614	1
8157				12 мая 1979	67000	1
8158					16628	1
8159						
8160				1945	119323	1
8161						
8162	универсальная	opac.nekrasovka.ru/vmk/			42000	0
8163					35000	1
8164	универсальная	opac.nekrasovka.ru/vmk/		1947	109071	1
8165			0			
8166				ноябре 1970	41700	1
8167				1988	43297	1
8168					40567	1
8169				1953		
8170						
8171						
8172					212748	1
8173						
8174					15253	1
8175					14696	1
8176				2012	21171	1
8177						
8178				1971	24083	1
8179						
8180						
8181						
8182						
8183						
8184						
8185				1950	40000	1
8186				1 января 1958	126000	1
8187						
8188				1920		
8189						
8190						
8191						
8192						
8193					13000	1
8194					65000	1
8195						
8196						
8197	универсальная	opac.nekrasovka.ru/vmk/	0		20000	1
8198	универсальная	opac.nekrasovka.ru/vmk/				
8199	универсальная	opac.nekrasovka.ru/vmk/		1961		
8200	универсальная	opac.nekrasovka.ru/vmk/		1961	40000	1
8201	универсальная	opac.nekrasovka.ru/vmk/				
8202	универсальная	opac.nekrasovka.ru/vmk/			45000	1
8203	универсальная	opac.nekrasovka.ru/vmk/				
8204	универсальная	opac.nekrasovka.ru/vmk/				
8205	универсальная	opac.nekrasovka.ru/vmk/			85000	1
8206	универсальная	opac.nekrasovka.ru/vmk/		1983	30000	1
8207	универсальная	opac.nekrasovka.ru/vmk/		1969		
8208	универсальная	opac.nekrasovka.ru/vmk/				
8209	универсальная	opac.nekrasovka.ru/vmk/			218547	1
8210	универсальная	opac.nekrasovka.ru/vmk/	0		96000	1
8211	универсальная	opac.nekrasovka.ru/vmk/				
8212	универсальная	opac.nekrasovka.ru/vmk/				
8213	универсальная	opac.nekrasovka.ru/vmk/				
8214				2005		
8215				1967		
8216				6 декабря 1901	34000	1
8217	универсальная	opac.nekrasovka.ru/vmk/			32655	1
8218	универсальная	opac.nekrasovka.ru/vmk/	0			
8219	универсальная	opac.nekrasovka.ru/vmk/			91000	0
8220	универсальная	opac.nekrasovka.ru/vmk/		2014	39435	0
8221	универсальная	opac.nekrasovka.ru/vmk/			53000	0
8222	универсальная	opac.nekrasovka.ru/vmk/			91752	0
8223	универсальная	opac.nekrasovka.ru/vmk/			18255	0
8224	универсальная	opac.nekrasovka.ru/vmk/		1940	112150	0
8225	универсальная	opac.nekrasovka.ru/vmk/		2012		
8226					6000	1
8227					10000	1
8228				1954	7962	1
8229					19000	1
8230					10000	1
8231					16600	1
8232				10 февраля 1901	46400	0
8233						
8234						
8235				1 августа 1951		
8236						
8237						
8238				1975	10500	1
8239				феврале 1951	38000	1
8240				1968	8000	1
8241				1954	8280	1
8242			0	1929	7545	1
8243			1	1930		
8244				11 февраля 1965		
8245				20 декабря 1969		
8246						
8247						
8248						
8249						
8250			0	1946	3402	1
8251					3904	1
8252					6476	1
8253					8462	1
8254					6775	1
8255					6155	1
8256					7761	1
8257					8363	1
8258					5928	1
8259					6183	1
8260					6294	1
8261					8169	1
8262					8795	1
8263					4681	1
8264					11343	1
8265					6279	1
8266					9841	1
8267					6645	1
8268					5000	1
8269					6869	1
8270						
8271				августе 1966		
8272						
8273					8801	1
8274					5000000	1
8275						
8276				1972	15000	1
8277				1960	9000	1
8278			0			
8279					5613	1
8280				21 сентября 1961	4223	1
8281				1972	5248	1
8282				1946	5421	1
8283					9335	1
8284					30000	1
8285					29000	1
8286						
8287				1905		
8288				октябре 1985	5542	1
8289				1972	6450	1
8290						
8291					4772	1
8292					5253	1
8293					16000	1
8294					7000	1
8295				июле 2006	84330	1
8296						
8297						
8298				1929	12883	1
8299				1975	8348	1
8300				1975	3941	1
8301				1969	8014	1
8302				1970	2000	1
8303						
8304				ноябре 1930	20000	1
8305				1953	57000	1
8306			0			
8307				1951	20000	1
8308				1961		
8309					10840	1
8310						
8311			0	1919	8380	1
8312						
8313				1956	6189	1
8314					8578	1
8315				1988	6137	1
8316				1975		
8317					6638	1
8318						
8319						
8320				1965		
8321				1973		
8322				1971	9985	1
8323				1975	5182	1
8324				1946	21347	1
8325					34000	1
8326				1922	5743	1
8327			0		726000	1
8328			0	1921	9137	1
8329				1967	8703	1
8330				1911	30304	1
8331					8097	1
8332				1989		
8333						
8334					48000	1
8335					50000	1
8336				1974		
8337				1978	50000	1
8338					63000	1
8339				1970	115000	1
8340				1972		
8341				1967	88000	1
8342				1966	62000	1
8343					93000	1
8344				1974	86000	1
8345				1950		
8346				1948		
8347						
8348				1954	3639	1
8349					20000	1
8350					8000	1
8351					27000	1
8352						
8353						
8354				1961	6000	1
8355					4580	1
8356				1970	9029	1
8357				1937	12483	1
8358				1932	7020	1
8359				1978		
8360			0	1 июля 1952	8703	1
8361				1948	7000	1
8362				1932	18043	1
8363				1 января 2015		
8364			0		37585	0
8365				1972	6724	1
8366						
8367			0	1935	5000	1
8368			1		4500	1
8369			0		3800	1
8370				1964		
8371			0		5435	1
8372				7 мая 1920	33000	1
8373			1		2500	1
8374				1955	1125	1
8375			0	1907		
8376					9986	1
8377				1911	6000	1
8378			0		3000000	1
8379				1920	23404	1
8380				17 мая 1957	14000	1
8381			0			
8382					18000	1
8383					23427	1
8384				1917	10000	1
8385			1			
8386					13333	1
8387						
8388				августе 1970		
8389						
8390				1953		
8391						
8392					81683	1
8393						
8394				1947		
8395					26087	1
8396				1968	1300	1
8397					12121	1
8398						
8399				1977	8075	1
8400				4 ноября 1970	25435	1
8401				1922	13161	1
8402				5 сентября 1985		
8403					12500	1
8404					11650	1
8405					5300	1
8406				1947	7449	1
8407				1927		
8408				1975	5482	1
8409				1943	3681	1
8410				1977	12077	1
8411					2744	1
8412						
8413						
8414				1964	4741	1
8415				1968	2603	1
8416						
8417				1969	1403	1
8418				1967		
8419				1970	4000	1
8420				1985		
8421				1973		
8422					9533	1
8423					3047	1
8424						
8425					5358	1
8426					8500	1
8427					8111	1
8428				1990	15000	1
8429				1954		
8430				1976	7000	1
8431					15000	1
8432						
8433				октябре 1983		
8434				1919	25904	1
8435					16105	1
8436						
8437					26500	1
8438				1907		
8439					40003	0
8440						
8441				1975	39000	1
8442					8762	1
8443				1979	6420	1
8444				сентябре 1974		
8445				1960		
8446						
8447						
8448				12 декабря 1970	2761	1
8449						
8450					21000	1
8451					37313	1
8452					303784	1
8453				1907		
8454				1920	31611	1
8455				1956	87000	1
8456				29 октября 1921		
8457					9321	1
8458						
8459					60000	1
8460				декабре 2003	27800000	1
8461				1953	20000	1
8462				1979	30000	1
8463						
8464					46000	1
8465						
8466						
8467						
8468				1965		
8469						
8470					65000	1
8471					49000	1
8472				1900	150000	1
8473					11003	0
8474				1939	18652	0
8475						
8476						
8477				1946	45000	1
8478						
8479						
8480				1967		
8481				1945	25659	1
8482				1977		
8483						
8484					40000	1
8485						
8486					2000000	0
8487						
8488			0		41614	1
8489	универсальная	opac.nekrasovka.ru/vmk/			1100	1
8490				1921		
8491					67500	1
8492			0			
8493					5830	1
8494					9776	1
8495					14300	1
8496			0	1924		
8497						
8498					6254	1
8499						
8500				1952	20000	1
8501				1947	20251	1
8502					42000	1
8503					4750	1
8504					4184	1
8505				1935	34265	1
8506					11000	1
8507						
8508						
8509						
8510				1963	8700	1
8511				7 июня 1900	9000	1
8512					18759	1
8513				1957	18000000	1
8514					12600	1
8515					6000	1
8516					14000	0
8517					10000	1
8518					12653	1
8519					7500	1
8520				1957	15000	1
8521					17000	1
8522					21520	1
8523				1982	10879	1
8524				1965	22577	1
8525				1962	15487	1
8526					15050	1
8527				1958	20756	1
8528				1954	30708	1
8529				1924	34870	1
8530				1965	22760	1
8531				1947	20453	1
8532				1946	19778	1
8533				1960	26151	1
8534						
8535						
8536				1951	43857	1
8537				1952	17330	1
8538					22493	1
8539					27356	1
8540				1956	20131	1
8541				1957	10165	1
8542					3993	1
8543				1985	5400	1
8544					2500	1
8545			0		12778	1
8546				1956	11472	1
8547				1932	6945	1
8548			1		12895	1
8549					6502	1
8550					13000	1
8551					15227	1
8552					11062	1
8553					6629	1
8554					8127	1
8555					15210	1
8556					15718	1
8557			0	23 апреля 1922		
8558				1947		
8559					24703	1
8560				1960	10995	0
8561				1977	15945	1
8562				1966	8985	1
8563				1965	10168	1
8564				1973	22510	1
8565				1974	10441	1
8566				1974	11197	1
8567				1969	16990	0
8568				1968	13003	1
8569				1960	9196	1
8570				1976	18842	1
8571				1966	16758	1
8572				1927	22724	1
8573				1959	12932	1
8574						
8575						
8576				3 августа 1953	22216	1
8577				20 ноября 1946	175	1
8578						
8579				1957	8676	1
8580				1962	4834	1
8581				1929	14464	1
8582				1952	7501	1
8583			0	1919		
8584				1974	9119	1
8585			1			
8586					12278	0
8587					30517	1
8588				1970	10679	1
8589			0	1949	6723	1
8590				1962	10351	1
8591				1950	13634	0
8592				1948	12150	0
8593				1952	169000	1
8594				1950	4944	1
8595				1987	2700	1
8596				1979	205000	0
8597				1946	6150	1
8598				1957	1666	1
8599						
8600					14926	1
8601				1970	13469	1
8602				1953	7963	1
8603					12126	0
8604				1960	12342	1
8605				1921	22913	1
8606					23641	1
8607					15959	1
8608						
8609					15959	1
8610						
8611			0		8855	0
8612						
8613					13000	1
8614				1958	13000	1
8615						
8616				1953		
8617				1963	11463	1
8618				1935		
8619				1935		
8620					8386	1
8621						
8622					11000	1
8623			0			
8624						
8625	универсальная	opac.nekrasovka.ru/vmk/				
8626				1964	8000	1
8627				декабре 1951	8500	0
8628					13000	1
8629				15 июля 1952	12288	1
8630					7000	0
8631				1953	35000	1
8632				1914	8000000	1
8633					11000	1
8634			0			
8635					5000	1
8636					2800	1
8637					117000	1
8638						
8639				2017		
8640				22 декабря 1980	8700	1
8641				1972	5600	1
8642					8000	1
8643				5 сентября 1902	6200	1
8644				1951	6000	1
8645				1966	203000	1
8646					6168	1
8647				1949		
8648				1991		
8649					6500	1
8650				1932	5840	1
8651				1900		
8652			0	27 августа 1955	4223	1
8653				1952		
8654					5000	1
8655				1906	6000	1
8656			0	1927	10727	1
8657						
8658				1 октября 1980	4500	1
8659				1973	4258	1
8660						
8661				1966	6145	1
8662				1970		
8663				2 апреля 2017		
8664					6798	1
8665					10019	1
8666				декабре 1974	14704	1
8667						
8668				1976		
8669						
8670	универсальная	opac.nekrasovka.ru/vmk/		2005		
8671					13582	1
8672					20647	1
8673					9000	1
8674					15000	0
8675				1930	23459	1
8676						
8677						
8678			0			
8679					2656	1
8680			0		4050	1
8681						
8682						
8683			0	1924		
8684				1975		
8685						
8686						
8687			0			
8688			0			
8689			0			
8690				1967		
8691						
8692				1985		
8693					7650	1
8694					7397	1
8695					11330	1
8696			0		6663	1
8697						
8698				1953	8420	1
8699			0			
8700			0			
8701			0			
8702				1956		
8703					3111	1
8704			0	июля 1953		
8705					214546	1
8706			0			
8707						
8708						
8709						
8710						
8711			0			
8712				1 мая 1969		
8713						
8714						
8715				1972		
8716				1961		
8717					7504	1
8718				1965	9061	1
8719			0		5911	1
8720					7386	1
8721					5683	0
8722						
8723				августе 1979	12468	1
8724					17848	1
8725						
8726				5 сентября 1952	2517	1
8727				1936	11353	1
8728				1975	6561	1
8729				1959	10494	1
8730				1962	7456	1
8731				1969	6450	1
8732	универсальная	opac.nekrasovka.ru/vmk/	0			
8733					13000	1
8734					4161	1
8735					5000	1
8736			0			
8737					11604	1
8738						
8739			0		13000	1
8740					6223	1
8741				1969	12119	1
8742						
8743					335000	1
8744						
8745					8858	1
8746					25699	0
8747				1960	35000	1
8748					12000	1
8749					8000	1
8750					65000	1
8751					7000	1
8752						
8753					38000	1
8754					15000	1
8755			0		8315	1
8756				1914	45500	1
8757					3000	1
8758				сентябре 1972	20000	1
8759					34159	1
8760				8 октября 2011	5558	1
8761				1961	9832	0
8762					12953	1
8763				1947	8840	1
8764			0	1948	13084	1
8765						
8766				18 января 1920	54880	1
8767	универсальная	opac.nekrasovka.ru/vmk/		1948		
8768			0		25005	1
8769			0			
8770				1903	3726	1
8771						
8772				1941	90000	1
8773					29029	1
8774					4437	1
8775						
8776			0	1938	24960	1
8777			0	1931	23648	1
8778					80192	1
8779						
8780			0		2396	1
8781					83000	1
8782	универсальная	opac.nekrasovka.ru/vmk/			40000	1
8783					2360000	1
8784						
8785						
8786					42405	0
8787				1973	54039	1
8788			0	1976		
8789				1975		
8790						
8791				1996	24000	1
8792				январе 2008	16786	1
