	Тип библиотеки	Электронный каталог	Изба-читальня	Дата открытия	Размер фонда	Уверенность в фонде
2734						
2735				25 июня 1957		
2736				1935	50000	0
2737				1947	44000	1
2738				6 ноября 1927	143000	1
2739				1965	19188	1
2740					9610	1
2741						
2742					25000	1
2743			1		5000	1
2744					23405	1
2745						
2746				1961		
2747					9381	1
2748						
2749				1981	27000	1
2750					10947	1
2751				1992		
2752				1966		
2753				1969	42000	1
2754					34000	1
2755				1956	12000	1
2756					2437	1
2757					53168	1
2758				1923	43585	1
2759					8679	1
2760					16167	1
2761					8240	1
2762					7758	1
2763					13767	1
2764					14377	1
2765					10900	1
2766						
2767					12937	1
2768					16924	1
2769					8131	1
2770					13914	1
2771					8172	1
2772					21592	1
2773					7145	1
2774					13127	1
2775						
2776					12728	1
2777					6919	1
2778					12079	1
2779			0		10000	0
2780			1	1920	16000	0
2781				1953		
2782				1961	22202	0
2783				1941	26969	0
2784					4000	1
2785				1967	6000	1
2786					134283	1
2787						
2788				июне 1954	35785	1
2789			0		16768	1
2790					6995	1
2791						
2792					7000	1
2793						
2794					7121	1
2795			0			
2796						
2797						
2798				1968		
2799				1 сентября 1968	1922	1
2800						
2801					17000	1
2802				1985	4379	1
2803				1916		
2804				1975	15000	1
2805				1936	50118	1
2806				1976		
2807			1			
2808						
2809						
2810						
2811					5693	1
2812				1 октября 1950		
2813			0	1935	13876	1
2814				26 июля 1958	13667	1
2815						
2816			0			
2817				1987	9644	1
2818			0			
2819			0	1929		
2820				12 августа 1946		
2821					11856	1
2822				1950		
2823						
2824						
2825						
2826			0		6138	1
2827						
2828				1934		
2829					11543	1
2830						
2831					11297	1
2832					7000	1
2833				01 февраля 1968		
2834						
2835				28 декабря 2001		
2836						
2837					4692	1
2838						
2839				1977		
2840			0			
2841						
2842						
2843				2002		
2844				октябре 1969		
2845					8835	1
2846				1936	21094	1
2847				8 января 1979		
2848			0		22000	1
2849				1968	15905	1
2850						
2851				1967	8099	1
2852						
2853						
2854						
2855					147330	1
2856			0	1922	36076	1
2857				1975	9062	1
2858					15000	1
2859				1919		
2860					4764	1
2861					4916	1
2862					4251	1
2863					5355	1
2864					2969	1
2865					3080	1
2866				14 январь 1960	6528	1
2867					2627	1
2868					5901	1
2869						
2870					4872	1
2871			0		7308	1
2872			0		3788	1
2873					5844	1
2874					6467	0
2875				январь 2006	3000	1
2876					4106	1
2877				1924	55120	1
2878					14707	1
2879					38000	1
2880						
2881				1951		
2882				2014	26646	1
2883				1953	14306	1
2884				1945	11618	1
2885					79479	1
2886					41948	1
2887						
2888			0	1924	36000	1
2889				2008		
2890					6000	1
2891					23000	1
2892				1912	100000	1
2893			0	1922	2458	1
2894				1922	90000	1
2895				ноябре 1911	64000000	1
2896				1 июня 1936	19000	1
2897				25 ноября 2014	75000	1
2898						
2899				1930	14173	1
2900				1933		
2901				1943		
2902						
2903						
2904						
2905						
2906				5 января 1956	35000	1
2907			0	18 октября 1915	70000	1
2908				1954	6500	1
2909					9657	1
2910					84000	0
2911				мае 1976		
2912						
2913						
2914					9402	1
2915						
2916				1911	5390	1
2917				1 марта 1954	4400	1
2918				1901	6500	1
2919				2005		
2920				1957	135000	1
2921				июне 2013	17265	1
2922					8088	1
2923				1 января 2015	129924	1
2924				1976	24000	1
2925				1976	23000	1
2926					12554	1
2927						
2928					5736	1
2929						
2930						
2931						
2932				1924	83793	1
2933					11000	1
2934					11000	1
2935					40000	1
2936					6461	1
2937						
2938						
2939				1970		
2940					32000	1
2941						
2942					87000	1
2943						
2944					1202	1
2945						
2946						
2947					120000	1
2948						
2949						
2950					31590	1
2951			0	1939		
2952						
2953					85000	1
2954						
2955				январь 1925	30698	1
2956						
2957						
2958			0			
2959				1974		
2960						
2961				1978		
2962				1987		
2963				1978		
2964						
2965	универсальная	opac.nekrasovka.ru/vmk/				
2966						
2967						
2968						
2969						
2970						
2971				28 ноября 1938	1000000	1
2972				1961		
2973	универсальная	catalog.turgenev.ru/Opac/index.php?url=/SearchForms/search	0	1972		
2974				1947		
2975				1973		
2976						
2977				1972		
2978				1978		
2979				1957		
2980						
2981				19 февраль 1900	96448	1
2982						
2983						
2984				10 ноября 1955		
2985						
2986						
2987			0		121870	1
2988						
2989					77000	1
2990	универсальная	opac.nekrasovka.ru/vmk/				
2991	универсальная	opac.nekrasovka.ru/vmk/				
2992						
2993						
2994						
2995			1	октябре 1924		
2996						
2997						
2998						
2999						
3000						
3001						
3002						
3003				1949		
3004				20 ноября 1955	129969	0
3005					4875	1
3006						
3007				1974		
3008			0		8145	1
3009			0		11000	1
3010				1952	9240	1
3011			0	1958	11424	1
3012				1951	9068	1
3013					60000	1
3014					13731	1
3015				1966	6204	0
3016				20 февраля 1969	15556	1
3017			0		16000	1
3018					8671	1
3019				1954	6713	1
3020						
3021						
3022						
3023			0	1955	9000	1
3024			0	июле 1924	500	1
3025			0	1932	528	1
3026					18940	1
3027					6024	1
3028						
3029				1961	8311	1
3030					11014	1
3031				1 августа 1956	10777	1
3032				1 января 1963		
3033						
3034					9707	1
3035					7253	1
3036				1959	6174	1
3037			0		5758	1
3038				1967	15509	1
3039				январь 1958	58259	1
3040			0	1924	13500	1
3041						
3042				12 января 1967	7407	1
3043				2013	40000	1
3044				1950	28000	1
3045				1979	10226	1
3046					4992	1
3047						
3048					6000000	0
3049						
3050						
3051			0	1948	15976	1
3052						
3053					12000	1
3054					33000	1
3055						
3056					12199	1
3057			0			
3058					5845	1
3059						
3060			0		5250	1
3061						
3062						
3063					16200	1
3064					16000	1
3065				1968		
3066						
3067						
3068					75837	1
3069					16963	1
3070					8467	1
3071			1		14200	1
3072						
3073			0		2300	1
3074					18400	1
3075					38000	1
3076					7300	1
3077			0	1967		
3078					7941	1
3079				1947	10144	1
3080					7648	1
3081				1950	11865	1
3082				1953	7018	0
3083					6224	1
3084				1973		
3085				1954		
3086				12 июня 1948	1956	0
3087				21 октября 1974		
3088					9521	1
3089					9159000	1
3090						
3091						
3092						
3093						
3094				1989	10000	1
3095				1956		
3096					9700	1
3097						
3098				1958	13783	0
3099				1979	30000	1
3100					115000	1
3101					11000	1
3102					25000	1
3103					75000	1
3104					75000	1
3105				1968	7716	1
3106				1912		
3107						
3108						
3109						
3110					8338	1
3111						
3112				1950	5412	1
3113				1973	736	1
3114				1955	8077	1
3115				1958	5290	1
3116				1978	6163	1
3117				1955	6546	1
3118				1949	9393	1
3119				1958	7327	1
3120				1965	8477	1
3121				1 апреля 1985	15933	1
3122			0		6166	1
3123				27 июля 1970	5536	1
3124						
3125						
3126					39000	1
3127				марте 1957	72907	1
3128					55000	1
3129				1953	18000	1
3130				1953	8000	1
3131						
3132						
3133						
3134				1988	9000	1
3135			0	1964		
3136						
3137						
3138			0			
3139						
3140						
3141						
3142						
3143			0	1929		
3144						
3145			0			
3146						
3147						
3148						
3149				5 августа 1969	75000	1
3150				1939	13065	1
3151						
3152				1956	237000	1
3153				1960	20000	1
3154				1948	32051	0
3155				декабре 1972		
3156				1990		
3157						
3158						
3159						
3160						
3161				1934	85000	1
3162						
3163						
3164				1933	370000	1
3165						
3166						
3167						
3168					36030	1
3169						
3170						
3171				1982	4950	1
3172				1972		
3173				1975	150000	1
3174				1967	6698	1
3175						
3176			0	1916		
3177				декабре 1926	44261	1
3178			0		110000	1
3179						
3180				15 мая 1918	15000000	1
3181						
3182						
3183						
3184	универсальная	opac.nekrasovka.ru/vmk/		1970		
3185						
3186						
3187						
3188						
3189						
3190						
3191				1 апрель 1997	130000	1
3192					49000	1
3193			0			
3194						
3195						
3196						
3197						
3198						
3199						
3200				ноябре 1961	36980	1
3201						
3202					15886	1
3203				1954	8408	1
3204						
3205						
3206						
3207					11000	1
3208				29 августа 1986	13000	1
3209					10000	1
3210					65000	1
3211						
3212						
3213						
3214						
3215						
3216						
3217						
3218						
3219						
3220						
3221						
3222						
3223						
3224						
3225						
3226						
3227						
3228						
3229						
3230						
3231				1921	16482	1
3232						
3233						
3234				12 декабря 1978		
3235					30000	1
3236						
3237						
3238						
3239						
3240						
3241						
3242						
3243						
3244				9 февраля 1905	64000	1
3245						
3246			0		5912	1
3247			0	10 июня 1954	4373	1
3248						
3249						
3250						
3251						
3252						
3253						
3254						
3255						
3256						
3257						
3258						
3259						
3260				1 декабря 1975	300000	1
3261						
3262						
3263				1930		
3264				мае 1921	9873	1
3265					24000	1
3266					43501	0
3267				1952		
3268			0	5 ноября 1906	4498	1
3269			0			
3270					10502	1
3271						
3272					15000	1
3273				1908	110478	1
3274				1964	4528	1
3275				августе 1971	14374	1
3276				1938	8196	1
3277					4900	1
3278						
3279					2000	1
3280						
3281						
3282						
3283						
3284						
3285					32000	1
3286				16 февраля 1960		
3287				1939	60000	1
3288					4200	1
3289					4846	1
3290						
3291					9698	1
3292				1951		
3293				1936	14377	1
3294			0		10889	1
3295			0		9398	1
3296				1901	300000	0
3297					12390	1
3298						
3299				1974	7689	1
3300				1920		
3301						
3302			0		4699	1
3303				октябре 1969		
3304						
3305				1974	9340	1
3306			0	октябре 1923	139617	1
3307					9334	1
3308					2057	1
3309				1955	10791	1
3310			0		6166	1
3311			0	1925	112	1
3312						
3313						
3314						
3315						
3316						
3317					105000	1
3318					20000	1
3319						
3320				1969	2015	0
3321				1952		
3322						
3323				1934	27253	1
3324				1978		
3325					7500	1
3326				1967		
3327						
3328					6886	1
3329				10 ноября 1929		
3330				1968		
3331					7055	1
3332				1955		
3333					10551	1
3334					6486	1
3335				1972	14329	1
3336				1 января 1988	12691	1
3337				1937	6065	1
3338					4358	1
3339			0	1928		
3340						
3341					7822	1
3342				1936	45257	1
3343				1970	9442	1
3344					183181	1
3345					33000	1
3346						
3347			0	мае 1945	1500	0
3348				1983		
3349				12 апреля 2016		
3350						
3351						
3352						
3353				28 декабря 1952	74224	1
3354			0			
3355					11265	1
3356						
3357						
3358					45000	1
3359				1946	35000	1
3360					130000	0
3361					65000	1
3362						
3363						
3364					60000	1
3365					10000	1
3366			0		8897	1
3367				1 июля 1947		
3368					35000	1
3369			0	1900	858	1
3370					44000	1
3371				2007		
3372			0	1934		
3373				1949		
3374				1939	21530	1
3375					19445	1
3376					80397	0
3377					17000	1
3378				1955		
3379						
3380			0	1920		
3381				1957		
3382			0	1920		
3383				1952		
3384						
3385						
3386				1970	9000	1
3387					13000	1
3388						
3389				10 мая 1937	4346	1
3390					51000	1
3391						
3392						
3393				1978		
3394				1960	3980	1
3395						
3396						
3397				8 апреля 1958		
3398					400000	1
3399						
3400				21 марта 1975		
3401						
3402						
3403						
3404						
3405						
3406						
3407						
3408						
3409						
3410						
3411						
3412					21779	1
3413						
3414						
3415					12600	1
3416				1952	12254	0
3417			0	1922	12385	1
3418					16000	1
3419				1978	27000	1
3420						
3421				1979	62225	1
3422				1957		
3423						
3424			0	1936		
3425					12000	1
3426						
3427				1949	8737	0
3428				1920	18147	1
3429						
3430				2005		
3431						
3432			0		11894	1
3433				1971	20568	0
3434				1971	20568	0
3435						
3436						
3437					4000	1
3438	универсальная	opac.nekrasovka.ru/vmk/				
3439						
3440				7 августа 1949	66050	0
3441						
3442					19000	1
3443						
3444					7911	1
3445					11000	1
3446					13925	1
3447			0	1934	11918	0
3448				1950		
3449						
3450					18000	1
3451						
3452					17112	1
3453				1956	5800	1
3454				1958		
3455				1955	64981	1
3456			0	1905	8554	1
3457					7245	1
3458				1948	4348	1
3459					4142	1
3460					6198	1
3461				1997	7855	1
3462			1			
3463						
3464					10000	1
3465					5000	1
3466						
3467						
3468						
3469						
3470				1952	6000	1
3471				1982		
3472				1953	8506	1
3473			0	15 августа 1955		
3474				1913	2400	1
3475				12 августа 1961		
3476					4628	1
3477				1959	20000	1
3478					313	1
3479				1957		
3480					237000	1
3481			0	1949	33237	1
3482					31900	1
3483				1955	4942	1
3484				1929	29077	1
3485				1967		
3486						
3487						
3488					4652	1
3489					12223	1
3490					35468	1
3491				1983		
3492					30313	1
3493				1945	31339	1
3494				1969	18963	1
3495				декабре 1979		
3496					28000	1
3497					71180	1
3498					26252	1
3499					55429	1
3500				1947		
3501						
3502				1969	12055	1
3503				1935	34175	1
3504					12166	1
3505				1950	70276	1
3506					33640	1
3507						
3508					1226000	1
3509						
3510				1966	40000	1
3511				1925	187172	1
3512				1 октября 1932		
3513				1938	40482	1
3514				1962	15192	0
3515				1914		
3516			0	1953	12810	1
3517				1968	13609	1
3518				27 февраля 2009	7000	1
3519						
3520			0			
3521				1900	330000	1
3522						
3523				1946		
3524				1947		
3525				апрель 1949		
3526						
3527				августе 1988	34055	1
3528						
3529			0		20110	1
3530						
3531						
3532					55110	1
3533						
3534						
3535				1936	4000	0
3536				1935	105930	1
3537					32000	1
3538						
3539			0	1934	6155	1
3540					100000	1
3541						
3542						
3543						
3544				октябре 1998		
3545				1937		
3546				1970	572	1
3547	универсальная	opac.nekrasovka.ru/vmk/			53196	1
3548					33474	1
3549				1967	12049	1
3550				1946		
3551					118000	1
3552	универсальная	opac.nekrasovka.ru/vmk/		1987		
3553	универсальная	opac.nekrasovka.ru/vmk/		21 май 1936		
3554	универсальная	opac.nekrasovka.ru/vmk/		декабре 2015		
3555				1956	30000	1
3556				1946	65000	1
3557	универсальная	opac.nekrasovka.ru/vmk/		1 июля 1979		
3558				1932	15661	1
3559				1958	17932	1
3560				1952	14707	1
3561				1954	12060	1
3562	универсальная	opac.nekrasovka.ru/vmk/		1938	84000	1
3563				1952	21297	1
3564					43000	1
3565				1942	18533	1
3566				1949	15090	1
3567				1949	20030	1
3568				1958	21349	1
3569				1955	11404	1
3570				1950	17728	1
3571				1945	12129	1
3572				1960	12129	1
3573				1943	15076	1
3574						
3575						
3576				декабре 1976		
3577			0	1935	24500	0
3578						
3579						
3580				1958	61000	1
3581					7416	1
3582					33482	1
3583					160000	1
3584				1985	54918	1
3585					9573	1
3586						
3587					15174	1
3588				1945		
3589					32000	1
3590			0	1953	5440	0
3591			0	28 августа 1952		
3592			0	1 ноября 1955	3855	0
3593					2796	0
3594			0		2796	0
3595			0		6375	0
3596			1	1939	4822	0
3597					4366	0
3598					9000	0
3599			0			
3600				20 декабря 1971		
3601				1948		
3602	универсальная	opac.nekrasovka.ru/vmk/				
3603					105000	1
3604					22000	1
3605					18726	1
3606						
3607				1959		
3608				1961		
3609				1988		
3610	универсальная	opac.nekrasovka.ru/vmk/		1937	58635	1
3611	универсальная	opac.nekrasovka.ru/vmk/		1956	64215	1
3612	универсальная	opac.nekrasovka.ru/vmk/		1945	25769	1
3613	универсальная	opac.nekrasovka.ru/vmk/			47402	1
3614	универсальная	opac.nekrasovka.ru/vmk/			40000	1
3615	универсальная	opac.nekrasovka.ru/vmk/		1908	70000	1
3616	универсальная	opac.nekrasovka.ru/vmk/			30000	1
3617	универсальная	opac.nekrasovka.ru/vmk/		1986	12000	1
3618	универсальная	opac.nekrasovka.ru/vmk/		1 октября 1962	23000	1
3619	универсальная	opac.nekrasovka.ru/vmk/			33000	1
3620	универсальная	opac.nekrasovka.ru/vmk/		1932	46000	1
3621	универсальная	opac.nekrasovka.ru/vmk/	0	5 декабря 1937	50000	1
3622	универсальная	opac.nekrasovka.ru/vmk/		1951	40000	1
3623	взрослая	opac.nekrasovka.ru/opacg/html/new_bogol.html		1919		
3624	универсальная	opac.nekrasovka.ru/vmk/			8000	1
3625	универсальная	opac.nekrasovka.ru/vmk/			10000	1
3626	универсальная	opac.nekrasovka.ru/vmk/			10000	1
3627	универсальная	opac.nekrasovka.ru/vmk/			9000	1
3628	универсальная	opac.nekrasovka.ru/vmk/			24000	1
3629	универсальная	opac.nekrasovka.ru/vmk/			6500	1
3630	универсальная	opac.nekrasovka.ru/vmk/			13000	1
3631					79000	1
3632	универсальная	opac.nekrasovka.ru/vmk/		1977		
3633				2015		
3634	универсальная	opac.nekrasovka.ru/vmk/			33000	1
3635	универсальная	opac.nekrasovka.ru/vmk/		1980		
3636	универсальная	opac.nekrasovka.ru/vmk/		14 декабря 1979	30000	1
3637	универсальная	opac.nekrasovka.ru/vmk/				
3638	универсальная	opac.nekrasovka.ru/vmk/		1930	49000	1
3639	универсальная	opac.nekrasovka.ru/vmk/				
3640	универсальная	opac.nekrasovka.ru/vmk/				
3641	универсальная	opac.nekrasovka.ru/vmk/		1939	47000	1
3642	универсальная	opac.nekrasovka.ru/vmk/		1972		
3643	универсальная	opac.nekrasovka.ru/vmk/		19 апреля 1999		
3644	универсальная	opac.nekrasovka.ru/vmk/		1974	70000	1
3645	универсальная	opac.nekrasovka.ru/vmk/		1999		
3646	универсальная	opac.nekrasovka.ru/vmk/		1998		
3647	универсальная	opac.nekrasovka.ru/vmk/		1934	40000	1
3648	универсальная	opac.nekrasovka.ru/vmk/			46000	1
3649	универсальная	opac.nekrasovka.ru/vmk/		1938		
3650	универсальная	opac.nekrasovka.ru/vmk/			48000	1
3651	универсальная	opac.nekrasovka.ru/vmk/				
3652	универсальная	opac.nekrasovka.ru/vmk/		1937		
3653	универсальная	opac.nekrasovka.ru/vmk/		2015	9000	1
3654	универсальная	opac.nekrasovka.ru/vmk/			48000	1
3655	универсальная	opac.nekrasovka.ru/vmk/			59000	1
3656	универсальная	opac.nekrasovka.ru/vmk/	0		52000	1
3657	универсальная	opac.nekrasovka.ru/vmk/		1943		
3658	универсальная	opac.nekrasovka.ru/vmk/		1949	58000	1
3659	универсальная	opac.nekrasovka.ru/vmk/			25000	1
3660	универсальная	opac.nekrasovka.ru/vmk/		1955		
3661	универсальная	opac.nekrasovka.ru/vmk/		1969	94000	1
3662	универсальная	opac.nekrasovka.ru/vmk/			23000	1
3663	универсальная	opac.nekrasovka.ru/vmk/				
3664	универсальная	opac.nekrasovka.ru/vmk/	1		33000	1
3665	универсальная	opac.nekrasovka.ru/vmk/		1979		
3666	универсальная	opac.nekrasovka.ru/vmk/		14 сентября 2000		
3667	универсальная	opac.nekrasovka.ru/vmk/		1966		
3668	универсальная	opac.nekrasovka.ru/vmk/			36000	1
3669	универсальная	opac.nekrasovka.ru/vmk/		1979		
3670						
3671				21 сентября 1961		
3672				1 июля 1954	18471	1
3673				1 сентября 1961		
3674						
3675					1000000	1
3676						
3677				1935		
3678					141677	1
3679				1958	23189	1
3680						
3681					5000	1
3682					8000	1
3683					10890	1
3684					15200	1
3685						
3686			0		15118	1
3687				1938		
3688				29 марта 1939	3375	1
3689			0			
3690						
3691				марте 1978	11317	1
3692				1952	9481	1
3693				1970	10810	1
3694				1964	12000	1
3695					29473	1
3696					40000	1
3697					35500	1
3698				1975		
3699				1 июня 1949	21000	1
3700					9110	1
3701					10000	1
3702					18000	1
3703					7500	1
3704			1			
3705						
3706					33796	1
3707					24096	1
3708					11000	1
3709				1962	42000	1
3710					57643	1
3711				1936	18000	1
3712						
3713				1918	48000	1
3714				1980		
3715					53000000	1
3716				мае 2005	15826	1
3717				1946	62739	1
3718				1949	8974	1
3719				1992	17572	1
3720				1925	118943	1
3721				3 ноября 1959	37222	1
3722				1924	13000	1
3723					3664	1
3724				1924	93500	1
3725			0	1953	14000	1
3726				1974	38839	1
3727				1938		
3728					22000	0
3729						
3730						
3731						
3732					9000	1
3733				1946		
3734			0			
3735			0			
3736				1973	6000	1
3737					8000	1
3738						
3739						
3740						
3741				10 сентября 1952	15000	1
3742				12 августа 1952	6692	1
3743					11000	1
3744				1 июля 1981	28476	0
3745					16000	1
3746					20180	1
3747				1 января 1992	7583	1
3748				23 июня 1978	22007	1
3749				1954	30000	1
3750				1970	30000	1
3751						
3752				1994		
3753				1976	15000	0
3754						
3755					6249	1
3756			0	1995	31600000	1
3757						
3758					8109	0
3759						
3760						
3761					150000	1
3762					4000	1
3763					6000	1
3764				1969	13000	1
3765					27951	1
3766						
3767				1953	20228	1
3768						
3769					13547	0
3770						
3771			0		1562	1
3772			0	1914		
3773				1955		
3774				2009		
3775			1	1946		
3776				1937		
3777				1920		
3778				1958		
3779			0	1947		
3780				1970	3000	1
3781						
3782			0		8700	1
3783					14000	1
3784			0	1921	7097	1
3785						
3786						
3787						
3788				1988		
3789			1	14 мая 1920		
3790				2009	8656	1
3791			0		100	1
3792					4300	1
3793					42254	1
3794				1952	85000	1
3795				1950	4762	1
3796						
3797					9517	1
3798				1945	2088	1
3799						
3800						
3801				1950		
3802					133000	1
3803			1		5934	1
3804			0		64000	1
3805				1993	100000	1
3806						
3807				1920	754	1
3808				1946	4985	1
3809					6082	1
3810					3930	1
3811			0		12000	1
3812				1937	4403	1
3813				1967	2451	1
3814			0			
3815				1951	3220	1
3816						
3817					500	1
3818				1956	168000	1
3819					780	1
3820				1986		
3821					750	1
3822				2009		
3823					6116	1
3824			0	марте 1960	1960	1
3825			0			
3826			0		1563	1
3827				1931		
3828					700	1
3829				2010	600	1
3830				2011	950	1
3831					3909	1
3832						
3833				2010		
3834				декабре 1919	28043	1
3835				1 августа 1975	20000	1
3836						
3837				1986		
3838				июле 1959	64000	1
3839				1955	55595000	1
3840			0	1954	4042	1
3841						
3842				1954	5090	1
3843					2265	1
3844				1964	7812	1
3845					6505	1
3846			0	1938	1988	1
3847				1953		
3848			0	1939	8764	1
3849				1949		
3850					8732	1
3851						
3852				1946	39000	1
3853				1939	354379	0
3854				1959	20000	0
3855						
3856				1968		
3857				1951	5000	1
3858					5000	1
3859				1949		
3860				1944	36000	1
3861					12335	1
3862					7800	1
3863						
3864						
3865				1918		
3866				1989	12790	1
3867					27914	1
3868					5144	1
3869					12000	1
3870				1918		
3871				1975	19629	1
3872	универсальная	opac.nekrasovka.ru/vmk/				
3873					106812	1
3874				16 июля 1946	212277	1
3875				1934		
3876				1973		
3877					17343	1
3878				1941		
3879						
3880				1961	10337	1
3881						
3882						
3883						
3884						
3885				1961	7332	1
3886						
3887				1968	12703	1
3888					12575	0
3889						
3890				1922	10843	0
3891			0		6575	1
3892					6000000	0
3893						
3894				1951	7450	1
3895				11 декабря 1950	16153	1
3896						
3897					14050	1
3898					16700	1
3899					17600	1
3900						
3901						
3902					15400	1
3903				1949	47533	1
3904				1977	3725	1
3905					18600	1
3906				1967	72131	1
3907					9000	1
3908					6607	1
3909						
3910				1947	2000	1
3911						
3912				1934		
3913				1913		
3914			0		7048	1
3915				1950	4064	1
3916					5565	1
3917			1	1938	7000	1
3918				1952	4521	1
3919						
3920					5000	1
3921				1986		
3922						
3923				17 январь 1995	17916	1
3924						
3925				1983	28328	1
3926					128000	0
3927						
3928				10 августа 1953	40000	1
3929				1918	77826	1
3930			0		5200	1
3931						
3932				1982		
3933			0	1927		
3934				1948		
3935				1 июля 1954	3792	0
3936					196501	0
3937						
3938				1924		
3939						
3940				15 мая 1998	13010	1
3941					11423	1
3942				01 июль 2005		
3943				1 сентябрь 1973		
3944				1 июль 1966		
3945						
3946					7711	1
3947				августе 1953	84652	1
3948				1954		
3949						
3950						
3951				1951		
3952			0	1932		
3953				12 мая 1949	7000	1
3954			0	1929	5000	1
3955				1978		
3956				1964		
3957			0		4515	1
3958				1953	3385	0
3959					6300	1
3960				1957	5551	1
3961				1946	5067	1
3962				1900	11049	1
3963				1952		
3964					9226	1
3965				1950	7996	0
3966						
3967					12043	1
3968				1968		
3969					30000000	1
3970					19244	1
3971					13193	1
3972					7807	1
3973						
3974				1 декабря 1948	529900	1
3975			0	1914	12811	1
3976				1941	59769	1
3977				1940	40000	1
3978					1444323	0
3979						
3980						
3981				2003		
3982			0	1924		
3983						
3984				1955	63142	1
3985					62850	1
3986						
3987				1965	257166	1
3988						
3989				16 ноябрь 1967		
3990				1957		
3991					20562	1
3992				1956	16026	1
3993				1923	11648	1
3994				1914	43101	1
3995					7500	1
3996	универсальная	opac.nekrasovka.ru/vmk/			7000	1
3997				1985		
3998				1971	39714	1
3999	универсальная	opac.nekrasovka.ru/vmk/			175000	0
4000						
4001	универсальная	opac.nekrasovka.ru/vmk/				
4002	универсальная	opac.nekrasovka.ru/vmk/		1938	19000	1
4003	универсальная	opac.nekrasovka.ru/vmk/				
4004	универсальная	opac.nekrasovka.ru/vmk/				
4005	универсальная	opac.nekrasovka.ru/vmk/		1953	53654	1
4006	универсальная	opac.nekrasovka.ru/vmk/			50000	1
4007				1935	75350	1
4008				1971	37229	1
4009	универсальная	opac.nekrasovka.ru/vmk/		1974	55	0
4010	универсальная	opac.nekrasovka.ru/vmk/			94000	1
4011				1954	9243	1
4012				1955	15474	1
4013				1930	17339	1
4014				1956	9569	1
4015	универсальная	catalog.turgenev.ru/Opac/index.php?url=/SearchForms/search	0		125000	1
4016					18000	1
4017				1953	23000	1
4018						
4019					12452	1
4020				1953		
4021						
4022						
4023						
4024				2014		
4025					4429	1
4026					17045	1
4027				7 июня 1990		
4028				1 сентября 1998		
4029				1950	7629	0
4030				1950	122016	0
4031			0			
4032				1951	10357	1
4033						
4034				1984	14066	1
4035						
4036					55000	1
4037						
4038					300000	1
4039				7 июня 1990		
4040					6929	1
4041				мае 2000		
4042	универсальная	opac.nekrasovka.ru/vmk/			109000	1
4043	универсальная	opac.nekrasovka.ru/vmk/		1916	36365	1
4044						
4045						
4046					3000	1
4047						
4048				1981		
4049					1627000	1
4050						
4051				1 января 1993	62000	1
4052						
4053				1980	6650	1
4054			0			
4055				1959		
4056					23300	1
4057						
4058						
4059			0		286989	1
4060						
4061						
4062						
4063				1 августа 1979		
4064					78000	0
4065				1918	145875	0
4066				1919	1200	1
4067						
4068						
4069				1978	25000	1
4070						
4071						
4072				24 сентября 1990		
4073						
4074	универсальная	opac.nekrasovka.ru/vmk/		1988	60000	1
4075	универсальная	opac.nekrasovka.ru/vmk/		1937	32000	1
4076	универсальная	opac.nekrasovka.ru/vmk/		1935	38000	1
4077	универсальная	opac.nekrasovka.ru/vmk/		1984	165000	1
4078	универсальная	opac.nekrasovka.ru/vmk/			188000	1
4079	универсальная	opac.nekrasovka.ru/vmk/			217000	1
4080	универсальная	opac.nekrasovka.ru/vmk/			225000	0
4081	универсальная	opac.nekrasovka.ru/vmk/			31000	1
4082	универсальная	opac.nekrasovka.ru/vmk/		1962	44489	1
4083	универсальная	opac.nekrasovka.ru/vmk/		1971		
4084	универсальная	opac.nekrasovka.ru/vmk/		марте 1971	70	0
4085	универсальная	opac.nekrasovka.ru/vmk/		1969		
4086	универсальная	opac.nekrasovka.ru/vmk/			38000	1
4087	универсальная	opac.nekrasovka.ru/vmk/		1936	10000	1
4088	универсальная	opac.nekrasovka.ru/vmk/		1952	69000	1
4089	универсальная	opac.nekrasovka.ru/vmk/		1918	59616	1
4090	универсальная	opac.nekrasovka.ru/vmk/			71305	1
4091	универсальная	opac.nekrasovka.ru/vmk/		1968	18393	1
4092	универсальная	opac.nekrasovka.ru/vmk/		1931		
4093	универсальная	opac.nekrasovka.ru/vmk/		1984	12548	1
4094	универсальная	opac.nekrasovka.ru/vmk/		1953	10936	1
4095	универсальная	opac.nekrasovka.ru/vmk/			18385	1
4096	универсальная	opac.nekrasovka.ru/vmk/		1991	58885	1
4097	универсальная	opac.nekrasovka.ru/vmk/		10 февраля 1987	20000	1
4098						
4099					250000	1
4100	универсальная	opac.nekrasovka.ru/vmk/			15000	1
4101	универсальная	opac.nekrasovka.ru/vmk/		октября 1979	17000	1
4102	универсальная	opac.nekrasovka.ru/vmk/			47000	1
4103	универсальная	opac.nekrasovka.ru/vmk/			30000	1
4104	универсальная	opac.nekrasovka.ru/vmk/		1961	38000	1
4105	универсальная	opac.nekrasovka.ru/vmk/			43000	1
4106	универсальная	opac.nekrasovka.ru/vmk/	0	2013	46000	1
4107	взрослая	213.171.40.190/MarcWeb/Work.asp?ValueDB=41&DisplayDB=Объединенный каталог книг ЮАО		1968	25548	1
4108	универсальная	opac.nekrasovka.ru/vmk/		1982	50000	1
4109	универсальная	opac.nekrasovka.ru/vmk/		1938	61247	1
4110	универсальная	opac.nekrasovka.ru/vmk/		1980	8891	1
